103621,466239
103641,466260
103652,466271
103633,466252
103653,466271
103623,466241
103645,466264
103623,466242
103664,466282
103635,466253
103633,466251
103641,466259
103636,466255
103658,466277
103639,466257
103638,466257
103638,466257
103647,466266
103652,466271
103639,466258
103650,466268
103652,466271
103638,466257
103676,466295
103640,466258
103621,466239
103643,466262
103659,466278
103618,466237
103646,466264
109694,476307
